殿|dian4|60
品|pin3|441
杌|wu4|7
姳|ming3|2
喀|ka1|65
怹|tan1|2
蛢|ping2|2
偔|e4|2
螡|wen2|2
錮|gu4|2
溻|ta1|2
凅|gu4|2
穈|mei2|2
咺|xuan3|2
趒|tiao2|2
䞶|tang1|2
洽|qia4|41
吂|mang2|2
蓚|tiao2|2
䶧|yao3|2
头|tou2|1342
头|tou|262
鴍|wen2|2
狙|ju1|7
书|shu1|706
疺|fa2|2
懬|kuang4|2
玘|qi3|2
餟|zhui4|2
千|qian1|498
磊|lei3|25
蹑|nie4|38
仦|chao4|2
塵|chen2|2
儆|jing3|9
榉|ju3|4
璳|tian2|2
䐃|jun4|2
䯍|ling2|2
潺|chan2|7
栋|dong4|34
䚔|bin1|2
伥|chang1|4
閂|shuan1|2
㼏|nei3|2
锈|xiu4|27
昪|bian4|2
䌼|rui4|2
㟦|yun4|2
郱|ping2|2
浭|geng1|2
茧|jian3|29
鑉|he2|2
拒|ju4|44
煛|jiong3|2
俤|di4|2
哼|heng1|20
䉽|ban3|2
掑|qi2|2
㸘|wan4|2
窫|ya4|2
蜾|guo3|4
㥂|te4|2
袶|jiang4|2
䗕|wan3|2
鹘|gu3|3
鹘|gu2|1
鹘|hu2|8
峯|feng1|2
䎼|lu4|2
馂|jun4|3
炜|wei3|4
礭|que4|2
㫀|ding3|2
㛊|duo3|2
假|jia3|185
假|jia4|98
糱|nie4|2
菦|qin2|2
鬀|ti4|2
粅|wu4|2
妗|jin4|4
進|jin4|2
變|bian4|2
硤|xia2|2
婖|tian1|2
䐤|chai1|2
曩|nang3|2
誚|qiao4|2
䏻|neng2|2
㨁|zhi4|2
佀|si4|2
㲚|sha1|2
枨|cheng2|3
遜|xun4|2
䝓|lie4|2
鳚|wei4|2
擾|rao3|2
㢃|lang2|2
見|jian4|2
膩|ni4|2
贶|kuang4|2
飃|piao1|2
摐|chuang1|2
㻗|bei4|2
脒|mi3|2
蟽|da2|2
鎊|bang4|2
猵|pian4|2
猵|bian1|2
壘|lei3|2
原|yuan2|469
弬|yi2|2
診|zhen3|2
軜|na4|2
泡|pao1|21
泡|pao4|82
泡|pao|1
䴺|bu4|2
确|que4|71
堙|yin1|5
涠|wei2|3
袚|bo1|2
䵋|wei3|2
嶹|dao3|2
幭|mie4|2
珴|e2|2
羁|ji1|34
䬎|guo2|2
嚛|hu4|2
禖|mei2|2
艨|meng2|4
畲|yu2|3
畲|she1|5
䃿|fu1|2
䲌|kuan3|2
戓|ge1|2
㾖|li3|2
唝|gong4|5
䮟|sou1|2
闊|kuo4|2
盰|gan4|2
豷|yi4|2
㖇|er2|2
䜬|song3|2
悕|xi1|2
氢|qing1|72
闇|an4|3
快|kuai4|218
珨|xia2|2
隆|long2|119
隆|long1|20
㢄|dou4|2
苰|hong2|2
瘱|yi4|2
吟|yin1|8
吟|yin2|50
许|xu2|1
许|xu3|86
㼸|rong2|2
嗜|shi4|26
正|zheng4|657
正|zheng|1
正|zheng1|22
胪|lu2|7
閹|yan1|2
瓡|zhi2|2
㙫|ji2|2
燎|liao2|19
燎|liao3|16
燎|liao4|2
熷|zeng1|2
媧|wa1|2
餑|bo1|2
掀|xian1|18
耫|zha2|2
嗎|ma|2
也|ye3|50
畹|wan3|7
渊|yuan1|82
嚯|huo4|2
㰾|jiao4|2
蹊|xi1|14
蹊|qi1|9
磑|wei2|2
䧢|qu1|2
屾|shen1|2
䬇|yuan4|2
禐|yuan4|2
簩|lao2|2
檲|tuan2|2
駐|zhu4|2
䮞|chun3|2
㣦|wei1|2
鱩|lei|2
諲|yin1|2
伞|san3|56
瘸|que2|5
煢|qiong2|2
陸|lu4|2
㠧|mi3|2
䯆|yi4|2
䅶|nou4|2
扽|den4|2
狠|hen3|36
砒|pi1|4
㶯|liu4|2
冷|leng3|298
滉|huang4|2
離|li2|2
剶|chuan1|2
輕|qing1|2
蕫|dong3|2
澈|che4|11
澈|che|1
唏|xi1|6
